"Name","RequiredServices","CanPauseAndContinue","CanShutdown","CanStop","DisplayName","DependentServices","MachineName","ServiceName","ServicesDependedOn","ServiceHandle","Status","ServiceType","StartType","Site","Container"
"SessionEnv","System.ServiceProcess.ServiceController[]","False","False","True","Configura??o da ?rea de Trabalho Remota","System.ServiceProcess.ServiceController[]",".","SessionEnv","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess","Manual",,
"SgrmBroker","System.ServiceProcess.ServiceController[]","False","True","False","System Guard Runtime Monitor Broker","System.ServiceProcess.ServiceController[]",".","SgrmBroker","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32OwnProcess","Automatic",,
"SharedAccess","System.ServiceProcess.ServiceController[]","False","False","True","ICS (Compartilhamento de Conex?o com a Internet)","System.ServiceProcess.ServiceController[]",".","SharedAccess","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess","Manual",,
"SharedRealitySvc","System.ServiceProcess.ServiceController[]","False","False","False","Servi?o de Dados Espaciais","System.ServiceProcess.ServiceController[]",".","SharedRealitySvc","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"ShellHWDetection","System.ServiceProcess.ServiceController[]","False","False","True","Detec??o do hardware do shell","System.ServiceProcess.ServiceController[]",".","ShellHWDetection","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess","Automatic",,
"shpamsvc","System.ServiceProcess.ServiceController[]","False","False","False","Shared PC Account Manager","System.ServiceProcess.ServiceController[]",".","shpamsvc","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Disabled",,
"smphost","System.ServiceProcess.ServiceController[]","False","False","False","SMP de Espa?os de Armazenamento da Microsoft","System.ServiceProcess.ServiceController[]",".","smphost","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32OwnProcess","Manual",,
"SmsRouter","System.ServiceProcess.ServiceController[]","False","False","False","Servi?o de Roteador SMS do Microsoft Windows","System.ServiceProcess.ServiceController[]",".","SmsRouter","System.ServiceProcess.ServiceController[]",,"Stopped","Win32OwnProcess, Win32ShareProcess","Manual",,
"smstsmgr","System.ServiceProcess.ServiceController[]","False","False","False","Agente de Sequ?ncia de Tarefas do ConfigMgr","System.ServiceProcess.ServiceController[]",".","smstsmgr","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32OwnProcess","Manual",,
"SNMPTRAP","System.ServiceProcess.ServiceController[]","False","False","False","Intercepta??o SNMP","System.ServiceProcess.ServiceController[]",".","SNMPTRAP","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32OwnProcess","Manual",,
"spectrum","System.ServiceProcess.ServiceController[]","False","False","False","Servi?o de Percep??o do Windows","System.ServiceProcess.ServiceController[]",".","spectrum","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32OwnProcess","Manual",,
"Spooler","System.ServiceProcess.ServiceController[]","False","False","True","Spooler de Impress?o","System.ServiceProcess.ServiceController[]",".","Spooler","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32OwnProcess, InteractiveProcess","Automatic",,
"sppsvc","System.ServiceProcess.ServiceController[]","False","True","True","Prote??o de Software","System.ServiceProcess.ServiceController[]",".","sppsvc","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess","Automatic",,
"SQLWriter","System.ServiceProcess.ServiceController[]","False","True","True","SQL Server VSS Writer","System.ServiceProcess.ServiceController[]",".","SQLWriter","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32OwnProcess","Automatic",,
"SSBExternalActivator","System.ServiceProcess.ServiceController[]","False","False","False","Service Broker External Activator","System.ServiceProcess.ServiceController[]",".","SSBExternalActivator","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32OwnProcess","Manual",,
"SSDPSRV","System.ServiceProcess.ServiceController[]","False","True","True","Descoberta SSDP","System.ServiceProcess.ServiceController[]",".","SSDPSRV","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess","Manual",,
"ssh-agent","System.ServiceProcess.ServiceController[]","False","False","False","OpenSSH Authentication Agent","System.ServiceProcess.ServiceController[]",".","ssh-agent","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32OwnProcess","Disabled",,
"sshd","System.ServiceProcess.ServiceController[]","False","False","False","OpenSSH SSH Server","System.ServiceProcess.ServiceController[]",".","sshd","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32OwnProcess","Manual",,
"SshdBroker","System.ServiceProcess.ServiceController[]","False","False","False","SshdBroker","System.ServiceProcess.ServiceController[]",".","SshdBroker","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"SstpSvc","System.ServiceProcess.ServiceController[]","False","True","True","Servi?o SSTP","System.ServiceProcess.ServiceController[]",".","SstpSvc","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess","Manual",,
"StateRepository","System.ServiceProcess.ServiceController[]","False","True","True","Servi?o de Reposit?rio de Estado","System.ServiceProcess.ServiceController[]",".","StateRepository","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess","Manual",,
"stisvc","System.ServiceProcess.ServiceController[]","True","True","True","Assistente de aquisi??o de imagens do Windows (WIA)","System.ServiceProcess.ServiceController[]",".","stisvc","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32OwnProcess","Automatic",,
"StorSvc","System.ServiceProcess.ServiceController[]","False","False","True","Servi?o de Armazenamento","System.ServiceProcess.ServiceController[]",".","StorSvc","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess","Automatic",,
"svsvc","System.ServiceProcess.ServiceController[]","False","False","False","Verificador de Ponto","System.ServiceProcess.ServiceController[]",".","svsvc","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"swprv","System.ServiceProcess.ServiceController[]","False","False","False","Provedor de C?pia de Sombra de Software da Microsoft","System.ServiceProcess.ServiceController[]",".","swprv","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32OwnProcess","Manual",,
"SysMain","System.ServiceProcess.ServiceController[]","False","True","True","SysMain","System.ServiceProcess.ServiceController[]",".","SysMain","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess","Automatic",,
"SystemEventsBroker","System.ServiceProcess.ServiceController[]","False","False","True","Agente de Eventos do Sistema","System.ServiceProcess.ServiceController[]",".","SystemEventsBroker","System.ServiceProcess.ServiceController[]",,"Running","Win32ShareProcess","Automatic",,
"TabletInputService","System.ServiceProcess.ServiceController[]","False","False","False","Servi?o de Teclado Virtual e Painel de Manuscrito","System.ServiceProcess.ServiceController[]",".","TabletInputService","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess","Manual",,
"TapiSrv","System.ServiceProcess.ServiceController[]","False","False","False","Telefonia","System.ServiceProcess.ServiceController[]",".","TapiSrv","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"TermService","System.ServiceProcess.ServiceController[]","False","True","True","Servi?os de ?rea de Trabalho Remota","System.ServiceProcess.ServiceController[]",".","TermService","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess","Manual",,
"Themes","System.ServiceProcess.ServiceController[]","False","False","True","Temas","System.ServiceProcess.ServiceController[]",".","Themes","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess","Automatic",,
"TieringEngineService","System.ServiceProcess.ServiceController[]","False","False","False","Gerenciamento de Camadas de Armazenamento","System.ServiceProcess.ServiceController[]",".","TieringEngineService","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32OwnProcess","Manual",,
"TimeBrokerSvc","System.ServiceProcess.ServiceController[]","False","False","True","Agente de Tempo","System.ServiceProcess.ServiceController[]",".","TimeBrokerSvc","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess, Win32ShareProcess","Manual",,
"TMBMServer","System.ServiceProcess.ServiceController[]","False","True","False","Trend Micro Unauthorized Change Prevention Service","System.ServiceProcess.ServiceController[]",".","TMBMServer","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32OwnProcess","Manual",,
"tmccsf","System.ServiceProcess.ServiceController[]","False","True","False","Apex One Common Client Solution Framework","System.ServiceProcess.ServiceController[]",".","tmccsf","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32OwnProcess","Manual",,
"tmlisten","System.ServiceProcess.ServiceController[]","False","False","False","Apex One NT Listener","System.ServiceProcess.ServiceController[]",".","tmlisten","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32OwnProcess","Automatic",,
"TmPfw","System.ServiceProcess.ServiceController[]","False","True","False","Apex One NT Firewall","System.ServiceProcess.ServiceController[]",".","TmPfw","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32OwnProcess","Manual",,
"TMResponse","System.ServiceProcess.ServiceController[]","False","True","True","Trend Micro Response Service","System.ServiceProcess.ServiceController[]",".","TMResponse","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32OwnProcess","Automatic",,
"TmWSCSvc","System.ServiceProcess.ServiceController[]","False","True","False","Apex One NT WSC Service","System.ServiceProcess.ServiceController[]",".","TmWSCSvc","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32OwnProcess","Manual",,
"TokenBroker","System.ServiceProcess.ServiceController[]","False","False","True","Gerenciador de Conta da Web","System.ServiceProcess.ServiceController[]",".","TokenBroker","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess","Manual",,
"TRCTARGET","System.ServiceProcess.ServiceController[]","False","True","True","IBM BigFix Remote Control - Target","System.ServiceProcess.ServiceController[]",".","TRCTARGET","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32OwnProcess","Automatic",,
"Trend Micro Endpoint Basecamp","System.ServiceProcess.ServiceController[]","False","True","False","Trend Micro Endpoint Basecamp","System.ServiceProcess.ServiceController[]",".","Trend Micro Endpoint Basecamp","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32OwnProcess","Automatic",,
"Trend Micro Web Service Communicator","System.ServiceProcess.ServiceController[]","False","True","False","Trend Micro Web Service Communicator","System.ServiceProcess.ServiceController[]",".","Trend Micro Web Service Communicator","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32OwnProcess","Automatic",,
"TrkWks","System.ServiceProcess.ServiceController[]","False","True","True","Cliente de rastreamento de link distribu?do","System.ServiceProcess.ServiceController[]",".","TrkWks","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess","Automatic",,
"TroubleshootingSvc","System.ServiceProcess.ServiceController[]","False","False","False","Servi?o de solu??o de problemas recomendado","System.ServiceProcess.ServiceController[]",".","TroubleshootingSvc","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"TrustedInstaller","System.ServiceProcess.ServiceController[]","False","False","False","Instalador de M?dulos do Windows","System.ServiceProcess.ServiceController[]",".","TrustedInstaller","System.ServiceProcess.ServiceController[]",,"Stopped","Win32OwnProcess","Manual",,
"tzautoupdate","System.ServiceProcess.ServiceController[]","False","False","False","Atualizador de Fuso Hor?rio Autom?tico","System.ServiceProcess.ServiceController[]",".","tzautoupdate","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Disabled",,
"UdkUserSvc_1b43a1","System.ServiceProcess.ServiceController[]","False","False","False","Servi?o de usu?rio UDK_1b43a1","System.ServiceProcess.ServiceController[]",".","UdkUserSvc_1b43a1","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","224","Manual",,
"UevAgentService","System.ServiceProcess.ServiceController[]","False","False","False","Servi?o de User Experience Virtualization","System.ServiceProcess.ServiceController[]",".","UevAgentService","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32OwnProcess","Disabled",,
"UIFlowAgentLauncherService","System.ServiceProcess.ServiceController[]","False","True","True","Power Automate agent launcher service","System.ServiceProcess.ServiceController[]",".","UIFlowAgentLauncherService","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32OwnProcess","Automatic",,
"UIFlowLogShipper","System.ServiceProcess.ServiceController[]","False","True","True","Power Automate log shipper service","System.ServiceProcess.ServiceController[]",".","UIFlowLogShipper","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32OwnProcess","Automatic",,
"UIFlowService","System.ServiceProcess.ServiceController[]","False","True","True","Power Automate service","System.ServiceProcess.ServiceController[]",".","UIFlowService","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32OwnProcess","Automatic",,
"UIFlowUpdateService","System.ServiceProcess.ServiceController[]","False","True","True","Power Automate update service","System.ServiceProcess.ServiceController[]",".","UIFlowUpdateService","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32OwnProcess","Automatic",,
"UmRdpService","System.ServiceProcess.ServiceController[]","False","True","True","Redirecionador de Portas do Modo do Usu?rio dos Servi?os de ?rea de Trabalho","System.ServiceProcess.ServiceController[]",".","UmRdpService","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess","Manual",,
"UnistoreSvc_1b43a1","System.ServiceProcess.ServiceController[]","False","False","True","Armazenamento de Dados de Usu?rio_1b43a1","System.ServiceProcess.ServiceController[]",".","UnistoreSvc_1b43a1","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","224","Manual",,
"upnphost","System.ServiceProcess.ServiceController[]","False","False","False","Host de dispositivo UPnP","System.ServiceProcess.ServiceController[]",".","upnphost","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"UserDataSvc_1b43a1","System.ServiceProcess.ServiceController[]","False","False","True","Acesso a Dados de Usu?rio_1b43a1","System.ServiceProcess.ServiceController[]",".","UserDataSvc_1b43a1","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","224","Manual",,
"UserManager","System.ServiceProcess.ServiceController[]","False","False","True","Gerenciador de Usu?rios","System.ServiceProcess.ServiceController[]",".","UserManager","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess","Automatic",,
"UsoSvc","System.ServiceProcess.ServiceController[]","False","True","True","Atualizar o Servi?o Orchestrator","System.ServiceProcess.ServiceController[]",".","UsoSvc","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess","Automatic",,
"VacSvc","System.ServiceProcess.ServiceController[]","False","False","False","Servi?o Compositor de ?udio Volum?trico","System.ServiceProcess.ServiceController[]",".","VacSvc","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32OwnProcess","Manual",,
"VaultSvc","System.ServiceProcess.ServiceController[]","False","True","True","Gerenciador de Credenciais","System.ServiceProcess.ServiceController[]",".","VaultSvc","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32ShareProcess","Manual",,
"VBoxSDS","System.ServiceProcess.ServiceController[]","False","False","False","VirtualBox system service","System.ServiceProcess.ServiceController[]",".","VBoxSDS","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32OwnProcess","Manual",,
"vds","System.ServiceProcess.ServiceController[]","False","False","False","Disco Virtual","System.ServiceProcess.ServiceController[]",".","vds","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32OwnProcess","Manual",,
"vmcompute","System.ServiceProcess.ServiceController[]","False","False","True","Servi?o de Computa??o de Host do Hyper-V","System.ServiceProcess.ServiceController[]",".","vmcompute","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32OwnProcess","Manual",,
"vmicguestinterface","System.ServiceProcess.ServiceController[]","False","False","False","Interface de Servi?o de Convidado do Hyper-V","System.ServiceProcess.ServiceController[]",".","vmicguestinterface","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"vmicheartbeat","System.ServiceProcess.ServiceController[]","False","False","False","Servi?o de Pulsa??o do Hyper-V","System.ServiceProcess.ServiceController[]",".","vmicheartbeat","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"vmickvpexchange","System.ServiceProcess.ServiceController[]","False","False","False","Servi?o de Troca de Dados do Hyper-V","System.ServiceProcess.ServiceController[]",".","vmickvpexchange","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"vmicrdv","System.ServiceProcess.ServiceController[]","False","False","False","Servi?o de Virtualiza??o de ?rea de Trabalho Remota do Hyper-V","System.ServiceProcess.ServiceController[]",".","vmicrdv","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"vmicshutdown","System.ServiceProcess.ServiceController[]","False","False","False","Servi?o de Desligamento de Convidado do Hyper-V","System.ServiceProcess.ServiceController[]",".","vmicshutdown","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"vmictimesync","System.ServiceProcess.ServiceController[]","False","False","False","Servi?o de Sincroniza??o de Data/Hora do Hyper-V","System.ServiceProcess.ServiceController[]",".","vmictimesync","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"vmicvmsession","System.ServiceProcess.ServiceController[]","False","False","False","Servi?o Direto do Hyper-V PowerShell","System.ServiceProcess.ServiceController[]",".","vmicvmsession","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"vmicvss","System.ServiceProcess.ServiceController[]","False","False","False","Solicitante de C?pia de Sombra de Volume do Hyper-V","System.ServiceProcess.ServiceController[]",".","vmicvss","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"vmms","System.ServiceProcess.ServiceController[]","False","False","True","Gerenciamento da M?quina Virtual do Hyper-V","System.ServiceProcess.ServiceController[]",".","vmms","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32OwnProcess","Automatic",,
"vpnagent","System.ServiceProcess.ServiceController[]","True","True","True","Cisco AnyConnect Secure Mobility Agent","System.ServiceProcess.ServiceController[]",".","vpnagent","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32OwnProcess","Automatic",,
"VSS","System.ServiceProcess.ServiceController[]","False","False","False","C?pia de Sombra de Volume","System.ServiceProcess.ServiceController[]",".","VSS","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32OwnProcess","Manual",,
"VSStandardCollectorService150","System.ServiceProcess.ServiceController[]","False","False","False","Visual Studio Standard Collector Service 150","System.ServiceProcess.ServiceController[]",".","VSStandardCollectorService150","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32OwnProcess","Manual",,
"W32Time","System.ServiceProcess.ServiceController[]","False","True","True","Hor?rio do Windows","System.ServiceProcess.ServiceController[]",".","W32Time","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess","Manual",,
"WaaSMedicSvc","System.ServiceProcess.ServiceController[]","False","False","False","Servi?o Medic do Windows Update","System.ServiceProcess.ServiceController[]",".","WaaSMedicSvc","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32OwnProcess, Win32ShareProcess","Manual",,
"WalletService","System.ServiceProcess.ServiceController[]","False","False","False","WalletService","System.ServiceProcess.ServiceController[]",".","WalletService","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"WarpJITSvc","System.ServiceProcess.ServiceController[]","False","False","False","WarpJITSvc","System.ServiceProcess.ServiceController[]",".","WarpJITSvc","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32OwnProcess","Manual",,
"WavesSysSvc","System.ServiceProcess.ServiceController[]","True","True","True","Waves Audio Services","System.ServiceProcess.ServiceController[]",".","WavesSysSvc","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32OwnProcess","Automatic",,
"wbengine","System.ServiceProcess.ServiceController[]","False","False","False","Servi?o de Mecanismo de Backup em N?vel de Bloco","System.ServiceProcess.ServiceController[]",".","wbengine","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32OwnProcess","Manual",,
"WbioSrvc","System.ServiceProcess.ServiceController[]","False","False","True","Servi?o de Biometria do Windows","System.ServiceProcess.ServiceController[]",".","WbioSrvc","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess","Manual",,
"Wcmsvc","System.ServiceProcess.ServiceController[]","False","True","True","Gerenciador de Conex?es do Windows","System.ServiceProcess.ServiceController[]",".","Wcmsvc","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32OwnProcess","Automatic",,
"wcncsvc","System.ServiceProcess.ServiceController[]","False","True","True","Conex?o F?cil do Windows - Registrador de Configura??o","System.ServiceProcess.ServiceController[]",".","wcncsvc","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess","Manual",,
"WdiServiceHost","System.ServiceProcess.ServiceController[]","False","True","True","Host do Servi?o de Diagn?stico","System.ServiceProcess.ServiceController[]",".","WdiServiceHost","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess, Win32ShareProcess","Manual",,
"WdiSystemHost","System.ServiceProcess.ServiceController[]","False","True","True","Host do Sistema de Diagn?sticos","System.ServiceProcess.ServiceController[]",".","WdiSystemHost","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess, Win32ShareProcess","Manual",,
"WdNisSvc","System.ServiceProcess.ServiceController[]","False","False","False","Servi?o de Inspe??o de Rede do Microsoft Defender Antiv?rus","System.ServiceProcess.ServiceController[]",".","WdNisSvc","System.ServiceProcess.ServiceController[]",,"Stopped","Win32OwnProcess","Manual",,
"WebClient","System.ServiceProcess.ServiceController[]","False","False","False","Cliente da Web","System.ServiceProcess.ServiceController[]",".","WebClient","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Disabled",,
"WebexService","System.ServiceProcess.ServiceController[]","False","False","False","Cisco WebEx Update Service","System.ServiceProcess.ServiceController[]",".","WebexService","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32OwnProcess","Manual",,
"WebManagement","System.ServiceProcess.ServiceController[]","False","False","False","Web Management","System.ServiceProcess.ServiceController[]",".","WebManagement","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32OwnProcess","Disabled",,
"Wecsvc","System.ServiceProcess.ServiceController[]","False","False","False","Coletor de Eventos do Windows","System.ServiceProcess.ServiceController[]",".","Wecsvc","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"WEPHOSTSVC","System.ServiceProcess.ServiceController[]","False","False","False","Servi?o de Host do Provedor de Criptografia do Windows","System.ServiceProcess.ServiceController[]",".","WEPHOSTSVC","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"wercplsupport","System.ServiceProcess.ServiceController[]","False","False","False","Suporte do Painel de Controle Relat?rios de problemas","System.ServiceProcess.ServiceController[]",".","wercplsupport","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"WerSvc","System.ServiceProcess.ServiceController[]","False","False","False","Servi?o de Relat?rios de Erro do Windows","System.ServiceProcess.ServiceController[]",".","WerSvc","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32OwnProcess","Manual",,
"WFDSConMgrSvc","System.ServiceProcess.ServiceController[]","False","False","False","Servi?o do Gerenciador de Conex?es de Servi?os do Wi-Fi Direct","System.ServiceProcess.ServiceController[]",".","WFDSConMgrSvc","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"WiaRpc","System.ServiceProcess.ServiceController[]","False","False","False","Eventos de Aquisi??o de Imagens Est?ticas","System.ServiceProcess.ServiceController[]",".","WiaRpc","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"WinDefend","System.ServiceProcess.ServiceController[]","False","False","False","Servi?o Microsoft Defender Antiv?rus","System.ServiceProcess.ServiceController[]",".","WinDefend","System.ServiceProcess.ServiceController[]",,"Stopped","Win32OwnProcess","Manual",,
"WinHttpAutoProxySvc","System.ServiceProcess.ServiceController[]","False","True","False","Servi?o de Descoberta Autom?tica de Proxy da Web do WinHTTP","System.ServiceProcess.ServiceController[]",".","WinHttpAutoProxySvc","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess, Win32ShareProcess","Manual",,
"Winmgmt","System.ServiceProcess.ServiceController[]","True","True","True","Testador de instrumenta??o de gerenciam. do Windows","System.ServiceProcess.ServiceController[]",".","Winmgmt","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess","Automatic",,
"WinRM","System.ServiceProcess.ServiceController[]","False","True","True","Windows Remote Management (WS-Management)","System.ServiceProcess.ServiceController[]",".","WinRM","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess","Automatic",,
"wisvc","System.ServiceProcess.ServiceController[]","False","False","False","Servi?o do Windows Insider","System.ServiceProcess.ServiceController[]",".","wisvc","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32OwnProcess, Win32ShareProcess","Manual",,
"WlanSvc","System.ServiceProcess.ServiceController[]","False","False","False","Configura??o Autom?tica de WLAN","System.ServiceProcess.ServiceController[]",".","WlanSvc","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32OwnProcess","Manual",,
"wlidsvc","System.ServiceProcess.ServiceController[]","False","False","False","Assistente de Conex?o de Conta da Microsoft","System.ServiceProcess.ServiceController[]",".","wlidsvc","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32OwnProcess, Win32ShareProcess","Manual",,
"wlpasvc","System.ServiceProcess.ServiceController[]","False","False","False","Servi?o Assistente de Perfil Local","System.ServiceProcess.ServiceController[]",".","wlpasvc","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"WManSvc","System.ServiceProcess.ServiceController[]","False","False","False","Servi?o de gerenciamento do Windows","System.ServiceProcess.ServiceController[]",".","WManSvc","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"wmiApSrv","System.ServiceProcess.ServiceController[]","False","False","False","Adaptador de Desempenho WMI","System.ServiceProcess.ServiceController[]",".","wmiApSrv","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32OwnProcess","Manual",,
"WMPNetworkSvc","System.ServiceProcess.ServiceController[]","False","False","False","Servi?o de Compartilhamento de Rede do Windows Media Player","System.ServiceProcess.ServiceController[]",".","WMPNetworkSvc","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32OwnProcess","Manual",,
"workfolderssvc","System.ServiceProcess.ServiceController[]","False","False","False","Pastas de Trabalho","System.ServiceProcess.ServiceController[]",".","workfolderssvc","System.ServiceProcess.ServiceController[]","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
